gensim-tfidf0	gensim-tfidf1	gensim-tfidf2	gensim-tfidf3	gensim-tfidf4	gensim-tfidf5	gensim-tfidf6	gensim-tfidf7	gensim-tfidf8	gensim-tfidf9	gensim-tfidf10	gensim-tfidf11	gensim-tfidf12	gensim-tfidf13	gensim-tfidf14	gensim-tfidf15	gensim-tfidf16	gensim-tfidf17	gensim-tfidf18	gensim-tfidf19	gensim-tfidf20	gensim-tfidf21	gensim-tfidf22	gensim-tfidf23	gensim-tfidf24
0.0133333333333	0.0133333333333	0.0133333333333	0.0133333333333	0.0133333333333	0.0133333333333	0.394666666666	0.0133333333335	0.0133333333333	0.0133333333333	0.394666666666	0.0133333333333	0.0133333333333	0.0133333333333	0.279686337162	0.0133333333333	0.0133333333333	0.0133333333333	0.41364699617	0.0133333333333	0.0133333333333	0.0133333333333	0.0133333333333	0.0133333333341	0.0133333333333
0	0.0100000000001	0.01	0	0	0.01	0	0	0.0100000000003	0.01	0.0100000000004	0.01	0	0.797999999996	0.0100000000009	0	0.759999999998	0	0	0	0.0100000000002	0	0.01	0	0
0.01	0.01	0.01	0.01	0.01	0.01	0.0100000000017	0.01	0.01	0.01	0.0100000000002	0.0100000000001	0.01	0.759999999995	0.262082187468	0.01	0.533917812528	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
0.0133333333333	0.0033333333331	0.0033333333333	0.0133333333333	0.0133333333333	0.0133333333333	0.669999999993	0.0133333333333	0.0033333333327	0.0133333333333	0.0033333333331	0.0133333333333	0.0133333333333	0.0033333333315	0.481397229501	0.0133333333334	0.0033333333318	0.0133333333333	0.0133333333333	0.0133333333333	0.003333333333	0.0133333333333	0.261936103821	0.0133333333333	0.0133333333333
0	0	0	0	0.284918329222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.284918329221	0	0	0	0
0.0133333333333	0.0033333333333	0.0033333333333	0.0133333333333	0.0133333333333	0.0133333333333	0.169999999972	0.0133333333333	0.0133333333333	0.0133333333333	0.0133333333333	0.0133333333333	0.0133333333333	0.0033333333607	0.0033333333336	0.0033333333333	0.0133333333333	0.0133333333333	0.0133333333333	0.0133333333333	0.0133333333333	0.246666666667	0.0033333333334	0.0133333333333	0.0133333333333
0	0	0	0	0.0530837300274	0.246949348027	0	0	0	0	0.397023622237	0	0	0	0.296599311958	0	0.274869295123	0	0	0	0	0	0	0.18153503715	0
0.01	9.99998694962e-14	9.99998694962e-14	0.01	9.99998694962e-14	0.01	3.39999903232e-12	1.99999738992e-13	2.99999608488e-13	0.01	9.99998694962e-14	0.01	0.01	1.59999964666e-12	0.749999999974	0.01	9.00000560189e-13	0.01	8.00000690693e-13	0.01	9.99998694962e-14	0.01	9.99998694962e-14	0.74999999998	0.01
0.0133333333333	1.99999738992e-13	0.0133333333333	0.0133333333333	0.0133333333333	0.0133333333333	0.333333333333	1.99999738992e-13	3.99999477985e-13	1.99999738992e-13	0.0133333333333	0.0133333333333	0.0133333333333	9.00000560189e-13	5.00001082204e-13	1.99999738992e-13	0.0133333333333	0.0133333333333	0.0133333333333	0.0133333333333	1.99999738992e-13	0.0133333333333	9.99998694962e-14	0.333333333333	0.0133333333333
0	0	0	0	0.829999999995	0	0.215048370099	0	0.0100000000016	0	0	0	0	0	0	0.554951629898	0	0	0	0	0.010000000001	0	0	0	0
0.01	0.0100000000001	0.01	0.01	0.01	0.01	0.01	0.01	0.0100000000004	0.01	0.0100000000004	0.829999999989	0.01	0.0100000000008	0.458767915407	0.01	0.31123208459	0.01	0.0100000000002	0.01	0.0100000000002	0.01	0.01	0.0100000000002	0.01
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.212151131096	0	0	0	0	0.173484464378	0	0	0	0
0	0	0	0	0	0	0	0	0	0.417168579757	0.269026866877	0	0	0	0	0	0.292353605399	0	0	0	0	0	0	0.157545225852	0
0	0	0	0	0	0	0	0.21509502916	0	0	0	0.83999999999	0	0	0.167699509137	0	0.431524704435	0	0	0	0	0	0	0.101680757266	0
0.01	0.0100000000001	0.510628185134	0.01	0.01	0.01	0.159188817657	0.01	0.0100000000003	0.01	0.0100000000004	0.01	0.01	0.0100000000003	0.0100000000009	0.01	0.59648366947	0.01	0.01	0.01	0.0100000000002	0.01	0.01	0.01	0.01
